time;xpos;zpos
0;-7,61;0
0;-7,61;0
0,02;-7,61;0
0,03512031;-7,61;0
0,04556807;-7,61;0
0,05946489;-7,61;0
0,07341505;-7,61;0
0,08724682;-7,61;0
0,1014246;-7,61;0
0,1159607;-7,61;0
0,1302652;-7,61;0
0,1450709;-7,61;0
0,1596761;-7,61;0
0,1739351;-7,61;0
0,1886424;-7,61;0
0,2031305;-7,61;0
0,2176235;-7,61;0
0,2313748;-7,61;0
0,245863;-7,61;0
0,2601469;-7,61;0
0,2740272;-7,61;0
0,2883525;-7,61;0
0,3028139;-7,61;0
0,3167157;-7,61;0
0,3305236;-7,61;0
0,3450475;-7,61;0
0,3592215;-7,61;0
0,3728494;-7,61;0
0,3870754;-7,61;0
0,4010106;-7,61;0
0,4149803;-7,61;0
0,428476;-7,61;0
0,4426439;-7,61;0
0,4566147;-7,61;0
0,4702844;-7,61;0
0,4844612;-7,61;0
0,4983262;-7,61;0
0,5120412;-7,61;0
0,5262605;-7,61;0
0,5402395;-7,61;0
0,5537025;-7,61;0
0,5678948;-7,61;0
0,5817136;-7,61;0
0,5956018;-7,61;0
0,6094981;-7,61;0
0,6231235;-7,61;0
0,6372494;-7,61;0
0,6506077;-7,61;0
0,6647258;-7,61;0
0,6787112;-7,61;0
0,6921102;-7,61;0
0,7063165;-7,61;0
0,720144;-7,61;0
0,7335784;-7,61;0
0,7479452;-7,61;0
0,7618349;-7,61;0
0,7757367;-7,61;0
0,7891073;-7,61;0
0,8031443;-7,61;0
0,8171106;-7,61;0
0,8308651;-7,61;0
0,8449981;-7,61;0
0,8591117;-7,61;0
0,8725057;-7,61;0
0,8866434;-7,61;0
0,900621;-7,61;0
0,9143028;-7,61;0
0,9284799;-7,61;0
0,942385;-7,61;0
0,9559329;-7,61;0
0,9695811;-7,61;0
0,9841165;-7,61;0
0,9980528;-7,61;0
1,011364;-7,61;0
1,025635;-7,61;0
1,039484;-7,61;0
1,05285;-7,61;0
1,066974;-7,61;0
1,08086;-7,61;0
1,094614;-7,61;0
1,109031;-7,61;0
1,122419;-7,61;0
1,136423;-7,61;0
1,150062;-7,61;0
1,164251;-7,61;0
1,178195;-7,61;0
1,191707;-7,61;0
1,20596;-7,61;0
1,219925;-7,61;0
1,233828;-7,61;0
1,247998;-7,61;0
1,262096;-7,61;0
1,276212;-7,61;0
1,289739;-7,61;0
1,304258;-7,61;0
1,318412;-7,61;0
1,332129;-7,61;0
1,346576;-7,61;0
1,360741;-7,61;0
1,374374;-7,61;0
1,388595;-7,61;0
1,402786;-7,61;0
1,416548;-7,61;0
1,430303;-7,61;0
1,444513;-7,61;0
1,458676;-7,61;0
1,472559;-7,61;0
1,486604;-7,61;0
1,500692;-7,61;0
1,514327;-7,61;0
1,528604;-7,61;0
1,542772;-7,61;0
1,556357;-7,61;0
1,570115;-7,61;0
1,58429;-7,61;0
1,598639;-7,61;0
1,612318;-7,61;0
1,62674;-7,61;0
1,640801;-7,61;0
1,654409;-7,61;0
1,668434;-7,61;0
1,682391;-7,61;0
1,696335;-7,61;0
1,710122;-7,61;0
1,724307;-7,61;0
1,738544;-7,61;0
1,752102;-7,61;0
1,766336;-7,61;0
1,780374;-7,61;0
1,794225;-7,61;0
1,808619;-7,61;0
1,822322;-7,61;0
1,83637;-7,61;0
1,85002;-7,61;0
1,864352;-7,61;0
1,878518;-7,61;0
1,891973;-7,61;0
1,90647;-7,61;0
1,920196;-7,61;0
1,933949;-7,61;0
1,948173;-7,61;0
1,962116;-7,61;0
1,976152;-7,61;0
1,989677;-7,61;0
2,003965;-7,61;0
2,018033;-7,61;0
2,031737;-7,61;0
2,045845;-7,61;0
2,059901;-7,61;0
2,073498;-7,61;0
2,087594;-7,61;0
2,101623;-7,61;0
2,115506;-7,61;0
2,129216;-7,61;0
2,143374;-7,61;0
2,157151;-7,61;0
