time;xpos;zpos
0;-13,19;0
0;-13,19;0
0,02;-13,19;0
0,03431297;-13,19;0
0,04829219;-13,19;0
0,06334229;-13,19;0
0,07814042;-13,19;0
0,09359974;-13,19;0
0,1084086;-13,19;0
0,1231208;-13,19;0
0,1373167;-13,19;0
0,1520566;-13,19;0
0,1666149;-13,19;0
0,1803948;-13,19;0
0,1951252;-13,19;0
0,2093965;-13,19;0
0,2235842;-13,19;0
0,2374528;-13,19;0
0,2520441;-13,19;0
0,265983;-13,19;0
0,2795769;-13,19;0
0,2940367;-13,19;0
0,3082091;-13,19;0
0,3223064;-13,19;0
0,3358687;-13,19;0
0,3501646;-13,19;0
0,3642056;-13,19;0
0,3775688;-13,19;0
0,3917234;-13,19;0
0,4057463;-13,19;0
0,4192575;-13,19;0
0,4334284;-13,19;0
0,4472426;-13,19;0
0,4612347;-13,19;0
0,4748011;-13,19;0
0,4889405;-13,19;0
0,5029837;-13,19;0
0,5165595;-13,19;0
0,5308444;-13,19;0
0,544448;-13,19;0
0,5580706;-13,19;0
0,5722048;-13,19;0
0,5862399;-13,19;0
0,5998966;-13,19;0
0,6138452;-13,19;0
0,6279312;-13,19;0
0,6417365;-13,19;0
0,655291;-13,19;0
0,6694512;-13,19;0
0,6834577;-13,19;0
0,6970391;-13,19;0
0,7110677;-13,19;0
0,7250286;-13,19;0
0,7386201;-13,19;0
0,7527501;-13,19;0
0,7668304;-13,19;0
0,780534;-13,19;0
0,7943987;-13,19;0
0,8084772;-13,19;0
0,8226357;-13,19;0
0,8360956;-13,19;0
0,8503909;-13,19;0
0,8644313;-13,19;0
0,8777297;-13,19;0
0,891859;-13,19;0
0,9058303;-13,19;0
0,9194937;-13,19;0
0,9336686;-13,19;0
0,9476932;-13,19;0
0,9616471;-13,19;0
0,9752167;-13,19;0
0,9894772;-13,19;0
1,003523;-13,19;0
1,017393;-13,19;0
1,031513;-13,19;0
1,046542;-13,19;0
1,05888;-13,19;0
1,072831;-13,19;0
1,086754;-13,19;0
1,100796;-13,19;0
1,1144;-13,19;0
1,128623;-13,19;0
1,142771;-13,19;0
1,156372;-13,19;0
1,170654;-13,19;0
1,184811;-13,19;0
1,19841;-13,19;0
1,212503;-13,19;0
1,226412;-13,19;0
1,240101;-13,19;0
1,254314;-13,19;0
1,26827;-13,19;0
1,282115;-13,19;0
1,295829;-13,19;0
1,310045;-13,19;0
1,324081;-13,19;0
1,337566;-13,19;0
1,351897;-13,19;0
1,365989;-13,19;0
1,379315;-13,19;0
1,39362;-13,19;0
1,407541;-13,19;0
1,421435;-13,19;0
1,435137;-13,19;0
1,449132;-13,19;0
1,463301;-13,19;0
1,476789;-13,19;0
1,491044;-13,19;0
1,5049;-13,19;0
1,518614;-13,19;0
1,5328;-13,19;0
1,54653;-13,19;0
1,560166;-13,19;0
1,574245;-13,19;0
1,588237;-13,19;0
1,602168;-13,19;0
1,615602;-13,19;0
1,629934;-13,19;0
1,643688;-13,19;0
1,657243;-13,19;0
1,671462;-13,19;0
1,685536;-13,19;0
1,699121;-13,19;0
1,713081;-13,19;0
1,727067;-13,19;0
1,740898;-13,19;0
1,754622;-13,19;0
1,768774;-13,19;0
1,782596;-13,19;0
1,796444;-13,19;0
1,810476;-13,19;0
1,824428;-13,19;0
1,838066;-13,19;0
1,852273;-13,19;0
1,866312;-13,19;0
1,879677;-13,19;0
1,894104;-13,19;0
1,908023;-13,19;0
1,92194;-13,19;0
1,935464;-13,19;0
1,949484;-13,19;0
1,963655;-13,19;0
1,977181;-13,19;0
1,991473;-13,19;0
2,005312;-13,19;0
2,019143;-13,19;0
2,033284;-13,19;0
2,046984;-13,19;0
2,06105;-13,19;0
2,074717;-13,19;0
2,088884;-13,19;0
2,102932;-13,19;0
2,116456;-13,19;0
2,13085;-13,19;0
2,144488;-13,19;0
2,158165;-13,19;0
2,172399;-13,19;0
2,186389;-13,19;0
2,200154;-13,19;0
2,214085;-13,19;0
2,228146;-13,19;0
2,242201;-13,19;0
2,255745;-13,19;0
2,269881;-13,19;0
2,283889;-13,19;0
2,297778;-13,19;0
2,311644;-13,19;0
2,325665;-13,19;0
2,339193;-13,19;0
2,353214;-13,19;0
2,367218;-13,19;0
2,380781;-13,19;0
2,394342;-13,19;0
2,408362;-13,19;0
2,422396;-13,19;0
2,435581;-13,19;0
2,449677;-13,19;0
2,463437;-13,19;0
2,476894;-13,19;0
2,491128;-13,19;0
2,505028;-13,19;0
2,518463;-13,19;0
2,532731;-13,19;0
2,546185;-13,19;0
2,55941;-13,19;0
2,57327;-13,19;0
2,587173;-13,19;0
2,600654;-13,19;0
2,613739;-13,19;0
2,6279;-13,19;0
2,64146;-13,19;0
2,654815;-13,19;0
2,669009;-13,19;0
2,681995;-13,19;0
2,695503;-13,19;0
2,709563;-13,19;0
2,723757;-13,19;0
2,737259;-13,19;0
2,751629;-13,19;0
2,765865;-13,19;0
2,779189;-13,19;0
2,793595;-13,19;0
2,807567;-13,19;0
2,821765;-13,19;0
2,835225;-13,19;0
2,849529;-13,19;0
2,863962;-13,19;0
2,877247;-13,19;0
2,891738;-13,19;0
2,905518;-13,19;0
2,919264;-13,19;0
2,933575;-13,19;0
2,947587;-13,19;0
2,961131;-13,19;0
2,974318;-13,19;0
2,98833;-13,19;0
3,002105;-13,19;0
3,01517;-13,19;0
3,029088;-13,19;0
3,042484;-13,19;0
3,056639;-13,19;0
3,070369;-13,19;0
3,084406;-13,19;0
3,098386;-13,19;0
3,111945;-13,19;0
3,126184;-13,19;0
3,140019;-13,19;0
3,154506;-13,19;0
3,168711;-13,19;0
3,183018;-13,19;0
3,19729;-13,19;0
3,21205;-13,19;0
3,226634;-13,19;0
3,24067;-13,19;0
3,255439;-13,19;0
3,269755;-13,19;0
3,283892;-13,19;0
3,297853;-13,19;0
3,312234;-13,19;0
3,326571;-13,19;0
3,340564;-13,19;0
3,3551;-13,19;0
3,369409;-13,19;0
3,383744;-13,19;0
3,397671;-13,19;0
3,411969;-13,19;0
3,426138;-13,19;0
3,440021;-13,19;0
3,454362;-13,19;0
3,468507;-13,19;0
3,482597;-13,19;0
3,496394;-13,19;0
3,510646;-13,19;0
3,524595;-13,19;0
3,538219;-13,19;0
3,55256;-13,19;0
3,566726;-13,19;0
3,580413;-13,19;0
3,594136;-13,19;0
3,608349;-13,19;0
3,622512;-13,19;0
3,635976;-13,19;0
3,650369;-13,19;0
3,664431;-13,19;0
3,677732;-13,19;0
3,692035;-13,19;0
3,705931;-13,19;0
3,719595;-13,19;0
3,733812;-13,19;0
3,747733;-13,19;0
3,761854;-13,19;0
3,775374;-13,19;0
3,789654;-13,19;0
3,803707;-13,19;0
3,817405;-13,19;0
3,831628;-13,19;0
3,845292;-13,19;0
3,85895;-13,19;0
3,873159;-13,19;0
3,887094;-13,19;0
3,901099;-13,19;0
3,914494;-13,19;0
3,928843;-13,19;0
3,942926;-13,19;0
3,956493;-13,19;0
3,970695;-13,19;0
3,984773;-13,19;0
3,998552;-13,19;0
4,01243;-13,19;0
4,026371;-13,19;0
4,040021;-13,19;0
4,054237;-13,19;0
4,068273;-13,19;0
4,082016;-13,19;0
4,095677;-13,19;0
4,109964;-13,19;0
4,123882;-13,19;0
4,137475;-13,19;0
4,151753;-13,19;0
4,165756;-13,19;0
4,179224;-13,19;0
4,193401;-13,19;0
4,207381;-13,19;0
4,221379;-13,19;0
4,235007;-13,19;0
4,249187;-13,19;0
4,263222;-13,19;0
4,276856;-13,19;0
4,291086;-13,19;0
4,304951;-13,19;0
4,318588;-13,19;0
4,332942;-13,19;0
4,34693;-13,19;0
4,360868;-13,19;0
4,374679;-13,19;0
4,388834;-13,19;0
4,40299;-13,18761;-0,004830704
4,416662;-13,18369;-0,01245116
4,431053;-13,17837;-0,02238251
4,453961;-13,16661;-0,04421829
4,458672;-13,16393;-0,04897789
4,472453;-13,15525;-0,06366588
4,484792;-13,14687;-0,077083
4,49866;-13,13619;-0,09380199
4,512922;-13,12438;-0,1114081
4,527191;-13,11203;-0,1288883
4,541265;-13,09965;-0,1459883
4,555145;-13,08702;-0,1625375
4,569416;-13,07361;-0,1792268
4,583496;-13,05999;-0,1953613
4,597375;-13,04612;-0,2108902
4,61134;-13,03234;-0,2250608
4,625297;-13,02241;-0,2341342
4,639092;-13,02241;-0,2341342
4,65324;-13,02241;-0,2341342
4,667269;-13,02241;-0,2341342
4,681;-13,02241;-0,2341342
4,694826;-13,02241;-0,2341342
4,708888;-13,02241;-0,2341342
4,722872;-13,02241;-0,2341342
4,736558;-13,02241;-0,2341342
4,750795;-13,02241;-0,2341342
4,7649;-13,02241;-0,2341342
4,778287;-13,02241;-0,2341342
4,792552;-13,02241;-0,2341342
4,806551;-13,02241;-0,2341342
4,820252;-13,02241;-0,2341342
4,834593;-13,02241;-0,2341342
4,848234;-13,02241;-0,2341342
4,862556;-13,02241;-0,2341342
4,876024;-13,02241;-0,2341342
4,890256;-13,02241;-0,2341342
4,904078;-13,02241;-0,2341342
4,917901;-13,02241;-0,2341342
4,932209;-13,02241;-0,2341342
4,945805;-13,02241;-0,2341342
4,95948;-13,02241;-0,2341342
4,973634;-13,02241;-0,2341342
4,987665;-13,02241;-0,2341342
5,001636;-13,02241;-0,2341342
5,015035;-13,02241;-0,2341342
5,029432;-13,02241;-0,2341342
5,04337;-13,02241;-0,2341342
5,056846;-13,02241;-0,2341342
5,071186;-13,02241;-0,2341342
5,085258;-13,02241;-0,2341342
5,098867;-13,02241;-0,2341342
5,112787;-13,02241;-0,2341342
5,126572;-13,02241;-0,2341342
5,140089;-13,02241;-0,2341342
5,154224;-13,02241;-0,2341342
5,168203;-13,02241;-0,2341342
5,181777;-13,02241;-0,2341342
5,195298;-13,02241;-0,2341342
5,209301;-13,02241;-0,2341342
5,223253;-13,02241;-0,2341342
5,236513;-13,02241;-0,2341342
5,250741;-13,02241;-0,2341342
5,264671;-13,02241;-0,2341342
5,277843;-13,02241;-0,2341342
5,291743;-13,02241;-0,2341342
5,30568;-13,02241;-0,2341342
5,319418;-13,02241;-0,2341342
5,333282;-13,02241;-0,2341342
5,346955;-13,02241;-0,2341342
5,360727;-13,02241;-0,2341342
5,374109;-13,02241;-0,2341342
5,388179;-13,02241;-0,2341342
5,402033;-13,02241;-0,2341342
5,415401;-13,02241;-0,2341342
5,43027;-13,02241;-0,2341342
5,443452;-13,02241;-0,2341342
5,456722;-13,02241;-0,2341342
5,470876;-13,02241;-0,2341342
5,48505;-13,02241;-0,2341342
5,498685;-13,02241;-0,2341342
5,512361;-13,02241;-0,2341342
5,52642;-13,02241;-0,2341342
5,539851;-13,02241;-0,2341342
5,554146;-13,02241;-0,2341342
5,568032;-13,02241;-0,2341342
5,581661;-13,02241;-0,2341342
5,595438;-13,02241;-0,2341342
5,609434;-13,02241;-0,2341342
5,623322;-13,02241;-0,2341342
5,636725;-13,02241;-0,2341342
5,651096;-13,02241;-0,2341342
5,664863;-13,0197;-0,2353448
5,678253;-13,01289;-0,2388601
5,69275;-13,00557;-0,2427453
5,706338;-12,99671;-0,2480156
5,730181;-12,97349;-0,2650432
5,734819;-12,96845;-0,2693515
5,757378;-12,94466;-0,2934186
