time;xpos;zpos
0;-7,61;0
0;-7,61;0
0,02;-7,61;0
0,0341162;-7,61;0
0,04180474;-7,61;0
0,0565551;-7,61;0
0,07053437;-7,61;0
0,08524901;-7,61;0
0,09973218;-7,61;0
0,1139863;-7,61;0
0,1284879;-7,61;0
0,1426477;-7,61;0
0,1568935;-7,61;0
0,1709035;-7,61;0
0,185237;-7,61;0
0,1994179;-7,61;0
0,2133431;-7,61;0
0,227693;-7,61;0
0,2416634;-7,61;0
0,2559421;-7,61;0
0,2698262;-7,61;0
0,28409;-7,61;0
0,2980273;-7,61;0
0,31206;-7,61;0
0,3259681;-7,61;0
0,33994;-7,61;0
0,3537679;-7,61;0
0,3677855;-7,61;0
0,3816078;-7,61;0
0,3956935;-7,61;0
0,4092551;-7,61;0
0,4233463;-7,61;0
0,4375506;-7,61;0
0,4511814;-7,61;0
0,4654123;-7,61;0
0,4793676;-7,61;0
0,4928717;-7,61;0
0,5069426;-7,61;0
0,5208974;-7,61;0
0,5349431;-7,61;0
0,5485163;-7,61;0
0,5625983;-7,61;0
0,5765082;-7,61;0
0,5901542;-7,61;0
0,6043677;-7,61;0
0,6183823;-7,61;0
0,6322126;-7,61;0
0,6463177;-7,61;0
0,6602522;-7,61;0
0,6738737;-7,61;0
0,6879141;-7,61;0
0,7018975;-7,61;0
0,7160097;-7,61;0
0,7295939;-7,61;0
0,7436562;-7,61;0
0,7575046;-7,61;0
0,7713066;-7,61;0
0,7854163;-7,61;0
0,7993534;-7,61;0
0,8131706;-7,61;0
0,8271688;-7,61;0
0,8410926;-7,61;0
0,8551465;-7,61;0
0,8687918;-7,61;0
0,8827999;-7,61;0
0,8969138;-7,61;0
0,9104815;-7,61;0
0,924528;-7,61;0
0,9383616;-7,61;0
0,9521811;-7,61;0
0,966314;-7,61;0
0,9803181;-7,61;0
0,9941162;-7,61;0
1,007888;-7,61;0
1,021892;-7,61;0
1,036083;-7,61;0
1,049542;-7,61;0
1,06388;-7,61;0
1,077633;-7,61;0
1,091212;-7,61;0
1,105369;-7,61;0
1,119298;-7,61;0
1,133031;-7,61;0
1,147103;-7,61;0
1,161127;-7,61;0
1,174947;-7,61;0
1,188628;-7,61;0
1,202817;-7,61;0
1,216681;-7,61;0
1,230434;-7,61;0
1,244752;-7,61;0
1,258464;-7,61;0
1,272119;-7,61;0
1,286316;-7,61;0
1,300247;-7,61;0
1,314411;-7,61;0
1,328387;-7,61;0
1,34182;-7,61;0
1,355694;-7,61;0
1,369535;-7,61;0
1,383749;-7,61;0
1,397557;-7,61;0
1,411282;-7,61;0
1,425416;-7,61;0
1,439207;-7,61;0
1,452989;-7,61;0
1,467086;-7,61;0
1,481225;-7,61;0
1,496152;-7,61;0
1,508626;-7,61;0
1,522602;-7,61;0
1,536663;-7,61;0
1,550278;-7,61;0
1,564735;-7,61;0
1,578465;-7,61;0
1,592087;-7,61;0
1,606392;-7,61;0
1,620283;-7,61;0
1,634094;-7,61;0
1,648089;-7,61;0
1,662147;-7,61;0
1,675903;-7,61;0
1,68979;-7,61;0
1,703987;-7,61;0
1,717776;-7,61;0
1,731641;-7,61;0
1,745798;-7,61;0
1,759607;-7,61;0
1,773411;-7,61;0
1,787648;-7,61;0
1,80166;-7,61;0
1,815582;-7,61;0
1,829314;-7,61;0
1,843375;-7,61;0
1,857197;-7,61;0
1,871003;-7,61;0
1,885147;-7,61;0
1,899049;-7,61;0
1,91285;-7,61;0
1,927033;-7,61;0
1,940825;-7,61;0
1,954811;-7,61;0
1,968756;-7,61;0
1,982684;-7,61;0
1,996811;-7,61;0
2,010547;-7,61;0
2,024591;-7,61;0
2,038452;-7,61;0
2,052262;-7,61;0
2,066385;-7,61;0
2,080346;-7,61;0
2,09439;-7,61;0
2,107964;-7,61;0
2,122156;-7,61;0
2,136082;-7,61;0
2,149952;-7,61;0
